S? th? t?,???ng d?n,Tên ?nh,Nhãn Bàn Tay,Nhãn Ngón Tay Cái,Cluster,id,PC1,PC2
No. 4391,train1,6434.png,L,P,1,6434,493.80442767391276,-1362.468408528569
No. 4392,train1,6435.png,L,P,1,6435,-93.06915156962357,1263.6374340612686
No. 4393,train1,6436.png,L,P,1,6436,32.14525489879147,428.15691112753603
No. 4394,train1,6437.png,L,P,1,6437,495.98617594657225,16.790561097429986
No. 4395,train1,6438.png,L,P,1,6438,-612.275053506396,-994.8666934878647
No. 4396,train1,6439.png,L,P,1,6439,-565.8194554961631,1199.6427066927988
No. 4397,train1,6440.png,L,P,1,6440,-349.86159221637223,454.9992429669276
No. 4398,train1,6441.png,L,P,1,6441,2155.834666627139,1105.799190525505
No. 4399,train1,6442.png,L,P,1,6442,-1013.4590792953743,773.2967978883735
No. 4400,train1,6443.png,L,P,1,6443,1307.0882441765523,2074.7362284983624
No. 4401,train1,6444.png,L,P,1,6444,184.31646298490256,-954.2285706998878
No. 4402,train1,6445.png,L,P,1,6445,-816.4762159367199,-191.21694539061954
No. 4403,train1,6446.png,L,P,1,6446,-313.64316452237534,-382.47600256480166
No. 4404,train1,6447.png,L,P,1,6447,537.4576553172059,-1180.3988654784798
No. 4405,train1,6449.png,L,P,1,6449,469.67681335287926,516.9109359951617
No. 4406,train1,6450.png,L,P,1,6450,-3036.0486683952768,-612.0016849108821
No. 4407,train1,6451.png,L,P,1,6451,2637.9765895652217,-1082.1304297638756
No. 4408,train1,6452.png,L,P,1,6452,428.00114043691053,314.68053822246225
No. 4409,train1,6453.png,L,P,1,6453,1726.3357776237478,458.21219312484516
No. 4410,train1,6454.png,L,P,1,6454,312.94887864366115,-60.07914999481717
No. 4411,train1,6455.png,L,P,1,6455,-241.36829574978262,395.0345624060307
No. 4412,train1,6456.png,L,P,1,6456,528.5195681933537,-389.2486331942024
No. 4413,train1,6457.png,L,P,1,6457,587.234664161211,-950.5301695598386
No. 4414,train1,6458.png,L,P,1,6458,-97.56881708465029,-18.84122460968643
No. 4415,train1,6460.png,L,P,1,6460,-1669.2699103153045,-91.08191373999728
No. 4416,train1,6461.png,L,P,1,6461,-226.49842832273188,-370.7992496733556
No. 4417,train1,6462.png,L,P,1,6462,44.005615435880586,541.904918113889
No. 4418,train1,6463.png,L,P,1,6463,382.01368359259766,1282.5829950678747
No. 4419,train1,6464.png,L,P,1,6464,409.7959482196971,-579.3152522120331
No. 4420,train1,6465.png,L,P,1,6465,358.94830300341755,-351.043015750996
No. 4421,train1,6466.png,L,P,1,6466,-332.6342050060172,-729.4454262434857
No. 4422,train1,6468.png,L,P,1,6468,-13.837278554103705,-1995.5578052848164
No. 4423,train1,6469.png,L,P,1,6469,-517.6930137819008,-1040.881484320876
No. 4424,train1,6470.png,L,P,1,6470,208.782734294079,-1078.919246933986
No. 4425,train1,6471.png,L,P,1,6471,679.2052164603158,1159.2459973543655
No. 4426,train1,6473.png,L,P,1,6473,-119.86049697302892,-405.5685139547342
No. 4427,train1,6474.png,L,P,1,6474,2322.9315043801603,-770.0604307224269
No. 4428,train1,6475.png,L,P,1,6475,1047.220587551017,818.2805338133688
No. 4429,train1,6476.png,L,P,1,6476,-262.8263482993073,851.5145689549465
No. 4430,train1,6478.png,L,P,1,6478,1940.3037750406613,1033.7072954056387
No. 4431,train1,6479.png,L,P,1,6479,93.59611369776576,509.41768503819753
No. 4432,train1,6480.png,L,P,1,6480,-746.0451611477652,1614.293000063778
No. 4433,train1,6481.png,L,P,1,6481,-149.36590123193312,-1544.2990717968373
No. 4434,train1,6482.png,L,P,1,6482,-323.1837713617026,1640.473824696571
No. 4435,train1,6483.png,L,P,1,6483,198.0599354481992,-772.3137376025718
No. 4436,train1,6484.png,L,P,1,6484,516.1154171349428,-716.9351137236558
No. 4437,train1,6485.png,L,P,1,6485,-582.1218400522301,340.78046488296246
No. 4438,train1,6486.png,L,P,1,6486,101.64415303430887,574.4369900813365
No. 4439,train1,6487.png,L,P,1,6487,625.3261893499928,-144.33105931848917
No. 4440,train1,6488.png,L,P,1,6488,423.22750095181186,512.3919944578342
No. 4441,train1,6489.png,L,P,1,6489,-141.10061406695192,1018.0800625115489
No. 4442,train1,6490.png,L,P,1,6490,243.92506793073596,-1660.3411743142892
No. 4443,train1,6491.png,L,P,1,6491,-767.079372152667,214.42646074500075
No. 4444,train1,6492.png,L,P,1,6492,1648.9428299062783,473.72435698391837
No. 4445,train1,6493.png,L,P,1,6493,544.8752502625385,-989.4356022195531
No. 4446,train1,6494.png,L,P,1,6494,-706.5772340731105,269.6211393286725
No. 4447,train1,6495.png,L,P,1,6495,52.84879885385609,243.60458969035605
No. 4448,train1,6497.png,L,P,1,6497,443.5873841474948,-1019.7409621117919
No. 4449,train1,6498.png,L,P,1,6498,-1046.1072459527197,1413.143594097769
No. 4450,train1,6499.png,L,P,1,6499,1370.0976278230835,-787.0879831547757
No. 4451,train1,6500.png,L,P,1,6500,41.236221930513246,413.25357779338674
No. 4452,train1,6501.png,L,P,1,6501,2074.412751225626,402.95635759929326
No. 4453,train1,6502.png,L,P,1,6502,-98.01819958667897,968.9303249088649
No. 4454,train1,6503.png,L,P,1,6503,-1374.4351237925664,1359.208597808128
No. 4455,train1,6504.png,L,P,1,6504,473.08869334052207,337.7806350204725
No. 4456,train1,6506.png,L,P,1,6506,-1382.3380144859616,-629.9552039410322
No. 4457,train1,6508.png,L,P,1,6508,2057.1562032662046,70.34451871918696
No. 4458,train1,6509.png,L,P,1,6509,-390.0035247813324,-159.4634145300479
No. 4459,train1,6510.png,L,P,1,6510,2487.826974614066,-551.0577678669546
No. 4460,train1,6511.png,L,P,1,6511,-731.6510871628066,261.7464152628815
No. 4461,train1,6512.png,L,P,1,6512,-224.90354070471196,-258.214723291968
No. 4462,train1,6513.png,L,P,1,6513,1670.2612049228605,1510.0123698479522
No. 4463,train1,6515.png,L,P,1,6515,1037.8336607557283,1698.675882096063
No. 4464,train1,6516.png,L,P,1,6516,2568.887234390076,369.36300438598107
No. 4465,train1,6517.png,L,P,1,6517,-475.9054484563143,562.5084087309724
No. 4466,train1,6519.png,L,P,1,6519,-354.7127730025453,-815.1772757500758
No. 4467,train1,6520.png,L,P,1,6520,233.69856938339151,1533.457346728911
No. 4468,train1,6521.png,L,P,1,6521,-7.716655960051131,-832.8999129571046
No. 4469,train1,6522.png,L,P,1,6522,-329.979503267774,-1890.2317648175144
No. 4470,train1,6523.png,L,P,1,6523,-2973.208076776724,-640.518159765574
No. 4471,train1,6524.png,L,P,1,6524,-1345.4449683805808,-346.1875909561837
No. 4472,train1,6525.png,L,P,1,6525,443.1418682340659,-862.4094837069689
No. 4473,train1,6526.png,L,P,1,6526,1199.1669749039625,1800.5409603100113
No. 4474,train1,6527.png,L,P,1,6527,555.783605360751,-963.3227209178165
No. 4475,train1,6528.png,L,P,1,6528,-267.8953746701134,-1101.8782237687565
No. 4476,train1,6529.png,L,P,1,6529,-47.95787255331398,-543.14865158763
No. 4477,train1,6530.png,L,P,1,6530,-2902.3129496218917,-467.2922027906615
No. 4478,train1,6531.png,L,P,1,6531,40.88272677950503,1163.8211293091038
No. 4479,train1,6532.png,L,P,1,6532,-464.20024401880937,946.7013291905643
No. 4480,train1,6533.png,L,P,1,6533,516.5156931858635,-582.182159006217
No. 4481,train1,6534.png,L,P,1,6534,-1576.918774197265,140.98762751012205
No. 4482,train1,6535.png,L,P,1,6535,297.94774373034903,-821.1991220805223
No. 4483,train1,6536.png,L,P,1,6536,-235.4630181066679,709.3287402814254
No. 4484,train1,6537.png,L,P,1,6537,864.7604382444167,-610.8781218465963
No. 4485,train1,6538.png,L,P,1,6538,-350.21271103940234,927.7207646822776
No. 4486,train1,6539.png,L,P,1,6539,348.193561780956,-2.9429520901124757
No. 4487,train1,6540.png,L,P,1,6540,-572.8567738600171,1356.926847383623
No. 4488,train1,6541.png,L,P,1,6541,1396.5723245235363,1125.7094057538613
No. 4489,train1,6542.png,L,P,1,6542,668.8505891531739,-1180.6709314048999
No. 4490,train1,6543.png,L,P,1,6543,1414.5264275487807,538.0937563889596
No. 4491,train1,6544.png,L,P,1,6544,-800.5651526003983,673.9307980651056
No. 4492,train1,6545.png,L,P,1,6545,-275.1512592887499,-1009.00870984242
No. 4493,train1,6546.png,L,P,1,6546,2393.41963487884,803.5791731174421
No. 4494,train1,6547.png,L,P,1,6547,-538.2799363672628,493.2623991436397
No. 4495,train1,6548.png,L,P,1,6548,-620.9302198244184,774.6584927493944
No. 4496,train1,6549.png,L,P,1,6549,783.9522684972067,7.768074036994909
No. 4497,train1,6550.png,L,P,1,6550,543.4658106622223,603.8172186246259
No. 4498,train1,6551.png,L,P,1,6551,-667.940995230482,-1381.954957466467
No. 4499,train1,6552.png,L,P,1,6552,-42.79075351071813,-1730.7860279680572
No. 4500,train1,6553.png,L,P,1,6553,-231.03379965070206,1016.071740662975
No. 4501,train1,6554.png,L,P,1,6554,-1374.4667781092794,-241.5857378342045
No. 4502,train1,6555.png,L,P,1,6555,-608.0820669032378,1630.3527137713227
No. 4503,train1,6556.png,L,P,1,6556,-454.6523348290807,1058.508034990425
No. 4504,train1,6557.png,L,P,1,6557,382.63935660827997,-1464.6829014697043
No. 4505,train1,6558.png,L,P,1,6558,-76.70755195578391,592.9204256847415
No. 4506,train1,6559.png,L,P,1,6559,-87.58425456978694,-610.2495229420941
No. 4507,train1,6560.png,L,P,1,6560,-784.4682354719913,192.12243824224623
No. 4508,train1,6561.png,L,P,1,6561,46.39269164002907,-1529.0564727819574
No. 4509,train1,6562.png,L,P,1,6562,353.78804297746655,-816.8902743894052
No. 4510,train1,6563.png,L,P,1,6563,502.39996771363974,-15.281831624328666
No. 4511,train1,6564.png,L,P,1,6564,108.22235715580747,-1321.8021171271594
No. 4512,train1,6565.png,L,P,1,6565,842.3397200046213,-947.7100188869907
No. 4513,train1,6566.png,L,P,1,6566,-712.0003766081244,112.61397456730953
No. 4514,train1,6567.png,L,P,1,6567,-384.59570362105524,643.2067191582253
No. 4515,train1,6568.png,L,P,1,6568,-364.9161499910221,647.0463058150771
No. 4516,train1,6569.png,L,P,1,6569,-1811.7722171303492,116.09774800079872
No. 4517,train1,6570.png,L,P,1,6570,-214.36141393515052,516.3596438460476
No. 4518,train1,6571.png,L,P,1,6571,-1011.82530836906,-432.43899190460905
No. 4519,train1,6572.png,L,P,1,6572,-986.8300322984882,1082.494156352468
No. 4520,train1,6573.png,L,P,1,6573,-2309.1844039287457,29.190531846169318
No. 4521,train1,6574.png,L,P,1,6574,203.78722949278327,-125.38520958791898
No. 4522,train1,6575.png,L,P,1,6575,5.719487706438558,836.9567485582776
No. 4523,train1,6576.png,L,P,1,6576,-546.3092764441949,-758.0576102873183
No. 4524,train1,6577.png,L,P,1,6577,-319.5934251712888,-364.0750900857139
No. 4525,train1,6578.png,L,P,1,6578,-418.5287129659636,1059.1401878976394
No. 4526,train1,6579.png,L,P,1,6579,186.3645503928963,-640.3437569384118
No. 4527,train1,6580.png,L,P,1,6580,1797.9006263341344,-33.74499240945289
No. 4528,train1,6581.png,L,P,1,6581,-559.3550166809349,693.3064419232628
No. 4529,train1,6582.png,L,P,1,6582,-379.7490492672643,863.6866279273113
No. 4530,train1,6583.png,L,P,1,6583,-441.53501425807815,-118.72611221603907
No. 4531,train1,6585.png,L,P,1,6585,-285.98369105134225,1141.975561486562
No. 4532,train1,6586.png,L,P,1,6586,-779.3603532652714,1640.5527723486846
No. 4533,train1,6587.png,L,P,1,6587,-294.05696646629696,524.6693021032369
No. 4534,train1,6588.png,L,P,1,6588,-414.62207517678286,490.8244847607012
No. 4535,train1,6589.png,L,P,1,6589,607.0434268149794,336.1397174200092
No. 4536,train1,6590.png,L,P,1,6590,-126.61217686621377,-601.4093036014817
No. 4537,train1,6591.png,L,P,1,6591,1542.288861185668,358.8989150294973
No. 4538,train1,6592.png,L,P,1,6592,-595.8012386880756,-1790.423378499499
No. 4539,train1,6593.png,L,P,1,6593,-1287.3023661924572,519.8379252999678
No. 4540,train1,6594.png,L,P,1,6594,-581.2821231437455,134.82319880220007
No. 4541,train1,6595.png,L,P,1,6595,-1226.7336297476322,1012.3797438578214
No. 4542,train1,6596.png,L,P,1,6596,-1375.0272590301008,491.1568512736572
No. 4543,train1,6597.png,L,P,1,6597,-153.35463594480913,-103.64280149737847
No. 4544,train1,6598.png,L,P,1,6598,-1286.9357352775664,1333.885465034186
No. 4545,train1,6599.png,L,P,1,6599,-122.12721391799944,-427.82067722814276
No. 4546,train1,6600.png,L,P,1,6600,880.2226047098485,-509.3594524245407
No. 4547,train1,6601.png,L,P,1,6601,566.458128867876,-198.17940903218621
No. 4548,train1,6602.png,L,P,1,6602,-1321.6645009819779,-1375.7261629325135
No. 4549,train1,6604.png,L,P,1,6604,-767.2881393240687,-383.20586241991873
No. 4550,train1,6605.png,L,P,1,6605,-98.86604625867875,-384.44859122289506
No. 4551,train1,6606.png,L,P,1,6606,-1157.0419580871867,1458.7234360785951
No. 4552,train1,6607.png,L,P,1,6607,867.4537831483398,1085.4433308875216
No. 4553,train1,6608.png,L,P,1,6608,-633.9296784867771,563.3034124074629
No. 4554,train1,6609.png,L,P,1,6609,-937.3806945337393,1136.3939452372335
No. 4555,train1,6610.png,L,P,1,6610,-603.2107490132414,-464.8181057154807
No. 4556,train1,6611.png,L,P,1,6611,-933.3531260470668,545.9252426226419
No. 4557,train1,6612.png,L,P,1,6612,-2223.923244351684,1081.40015108488
No. 4558,train1,6613.png,L,P,1,6613,-755.3700939182323,-220.9000869890706
No. 4559,train1,6614.png,L,P,1,6614,-353.5705415232962,-221.31767675160904
No. 4560,train1,6616.png,L,P,1,6616,-8.802156642001638,-33.32755731941839
No. 4561,train1,6617.png,L,P,1,6617,-2331.1361679766605,422.78324559378433
No. 4562,train1,6618.png,L,P,1,6618,-110.42779303569002,558.2667286157971
No. 4563,train1,6619.png,L,P,1,6619,-514.1412799255896,303.840305878088
No. 4564,train1,6620.png,L,P,1,6620,-37.96667202132693,-256.78438329787093
No. 4565,train1,6621.png,L,P,1,6621,-194.23741148152683,-219.8501790746833
No. 4566,train1,6622.png,L,P,1,6622,855.811003205628,1270.4694047906512
No. 4567,train1,6624.png,L,P,1,6624,-430.44908067901537,210.09073342669012
No. 4568,train1,6625.png,L,P,1,6625,995.686737613255,283.4488384101109
No. 4569,train1,6626.png,L,T,1,6626,-391.2131681016801,1050.790624940243
No. 4570,train1,6627.png,L,P,1,6627,-984.752815129707,932.4366934862147
No. 4571,train1,6628.png,L,P,1,6628,-287.98484804367655,584.719072512287
No. 4572,train1,6629.png,L,P,1,6629,-410.15271698851393,-1164.8366318477656
No. 4573,train1,6630.png,L,P,1,6630,1072.3853731297677,724.6493012809033
No. 4574,train1,6631.png,L,P,1,6631,-127.95220049068028,1256.049130321348
No. 4575,train1,6632.png,L,P,1,6632,1282.4318678990267,-827.5903062490322
No. 4576,train1,6634.png,L,P,1,6634,117.48309361409376,137.48210804864377
No. 4577,train1,6635.png,L,P,1,6635,407.29687860491805,438.4384240751207
No. 4578,train1,6636.png,L,P,1,6636,-386.7154755139321,-475.95567218498593
No. 4579,train1,6637.png,L,P,1,6637,-836.5017483009813,1291.8888563284443
No. 4580,train1,6638.png,L,P,1,6638,-313.8812200625454,-420.93793128921635
No. 4581,train1,6640.png,L,P,1,6640,-828.7169582388138,1428.7614133159213
No. 4582,train1,6641.png,L,P,1,6641,-73.9258466456754,-1376.9477032661534
No. 4583,train1,6643.png,L,P,1,6643,-134.5080352610893,-1466.4134140583294
No. 4584,train1,6644.png,L,P,1,6644,-457.63882484958003,508.34582410578844
No. 4585,train1,6645.png,L,P,1,6645,-712.8681472535739,1451.8011720057643
No. 4586,train1,6646.png,L,P,1,6646,1.9011381913627428,583.3101679474485
No. 4587,train1,6647.png,L,P,1,6647,-900.498406540927,1280.8202765546516
No. 4588,train1,6648.png,L,P,1,6648,198.7249525185767,222.09070734047543
No. 4589,train1,6650.png,L,P,1,6650,320.9461644274903,-751.0164271486047
No. 4590,train1,6651.png,L,P,1,6651,242.43747598092128,283.2591693666184
No. 4591,train1,6652.png,L,P,1,6652,-468.79451031804115,-286.07216785905433
No. 4592,train1,6654.png,L,P,1,6654,601.0122941245635,-1000.4427307937112
No. 4593,train1,6655.png,L,P,1,6655,14.37209664110871,798.6089469240952
No. 4594,train1,6656.png,L,P,1,6656,1569.7754757021148,-647.0949621482804
No. 4595,train1,6658.png,L,P,1,6658,-800.4231707959647,886.7493586228462
No. 4596,train1,6659.png,L,P,1,6659,1316.9683490601333,1412.827881219146
No. 4597,train1,6660.png,L,P,1,6660,-1052.0399694263153,1087.7106662060746
No. 4598,train1,6661.png,L,P,1,6661,-156.64187529213308,-315.4925838802645
No. 4599,train1,6662.png,L,P,1,6662,-184.2234262646639,1237.0655325552018
No. 4600,train1,6663.png,L,P,1,6663,1200.75297781018,580.7933948857805
No. 4601,train1,6664.png,L,P,1,6664,1268.955118918823,-119.99754632106408
No. 4602,train1,6665.png,L,P,1,6665,-399.71118038273494,-224.32374946942048
No. 4603,train1,6666.png,L,P,1,6666,-299.0248485886674,-741.0249650353746
No. 4604,train1,6668.png,L,P,1,6668,-761.6358402303889,-389.90231540319803
No. 4605,train1,6669.png,L,P,1,6669,-154.97247404428052,895.1113065149585
No. 4606,train1,6671.png,L,P,1,6671,-1021.9440091055574,-1456.345011121122
No. 4607,train1,6672.png,L,P,1,6672,920.5743373616491,-85.64136371058876
No. 4608,train1,6673.png,L,P,1,6673,-596.3743341875307,634.92379972607
No. 4609,train1,6674.png,L,P,1,6674,-510.3688460262354,-1605.2432626155678
No. 4610,train1,6675.png,L,P,1,6675,1380.8826794184201,1629.1007328616824
No. 4611,train1,6676.png,L,P,1,6676,-81.48577756405028,-489.5390210025941
No. 4612,train1,6677.png,L,P,1,6677,837.8272609177179,-1881.217393581134
No. 4613,train1,6679.png,L,P,1,6679,160.197667505507,312.32844617563717
No. 4614,train1,6681.png,L,P,1,6681,1795.568687449704,660.8353879204717
No. 4615,train1,6682.png,L,P,1,6682,46.69541698755336,500.0238502596367
No. 4616,train1,6684.png,L,P,1,6684,-171.1557379417622,-31.174148455538063
No. 4617,train1,6685.png,L,P,1,6685,-493.35179478580216,266.90793715857313
No. 4618,train1,6687.png,L,P,1,6687,-274.5663015866914,-798.5980369636844
No. 4619,train1,6688.png,L,P,1,6688,1444.8510972873444,-1121.7137336660937
No. 4620,train1,6689.png,L,P,1,6689,-1319.9823648966408,1282.7851034889197
No. 4621,train1,6690.png,L,P,1,6690,-627.9837571769219,844.1816256056927
No. 4622,train1,6691.png,L,P,1,6691,1828.5180862916925,-1341.2778583943175
No. 4623,train1,6692.png,L,P,1,6692,-811.7080586349372,24.994102971260983
No. 4624,train1,6693.png,L,P,1,6693,-827.0719713988661,624.573390360372
No. 4625,train1,6694.png,L,P,1,6694,-656.905501426197,-71.36287732572443
No. 4626,train1,6697.png,L,P,1,6697,-1570.9479787097914,1212.1824547601502
No. 4627,train1,6698.png,L,P,1,6698,-677.134940717512,-889.7834271766774
No. 4628,train1,6699.png,L,P,1,6699,-848.2584946150839,748.047276577273
No. 4629,train1,6700.png,L,P,1,6700,500.4031334157354,-386.84615381785994
No. 4630,train1,6701.png,L,P,1,6701,-273.9538676749657,-1315.6527869241966
No. 4631,train1,6702.png,L,P,1,6702,-42.13407027557894,-824.7786479135764
No. 4632,train1,6705.png,L,P,1,6705,-63.50008998558578,518.2953556333559
No. 4633,train1,6706.png,L,P,1,6706,749.9469497065026,-206.4510048767525
No. 4634,train1,6707.png,L,P,1,6707,506.1847508665432,-1456.342567773664
No. 4635,train1,6708.png,L,P,1,6708,-872.0614300753007,959.8003540812655
No. 4636,train1,6709.png,L,P,1,6709,-1125.3239832757242,1164.1047776098737
No. 4637,train1,6710.png,L,P,1,6710,-729.5671331148337,-279.13143693873326
No. 4638,train1,6712.png,L,P,1,6712,193.09019080882732,386.6748545710018
No. 4639,train1,6713.png,L,P,1,6713,-142.12276801586953,62.66672092438233
No. 4640,train1,6714.png,L,P,1,6714,722.0195160799489,600.2217264401828
No. 4641,train1,6715.png,L,P,1,6715,60.3938039373625,1122.2018114586378
No. 4642,train1,6717.png,L,P,1,6717,-753.5062074678768,258.87012512533323
No. 4643,train1,6718.png,L,P,1,6718,-238.87049167522017,-359.96638516070203
No. 4644,train1,6719.png,L,P,1,6719,-844.321115010818,-1185.510722768191
No. 4645,train1,6720.png,L,P,1,6720,-85.97946752904811,-300.87766530279873
No. 4646,train1,6722.png,L,P,1,6722,-940.115333107979,-175.0656459989162
No. 4647,train1,6723.png,L,P,1,6723,3022.933436155038,-576.6491632670859
No. 4648,train1,6724.png,L,P,1,6724,-275.96357567109,-40.40132612236868
No. 4649,train1,6725.png,L,P,1,6725,1826.7451701529685,-1089.0486927469797
No. 4650,train1,6726.png,L,P,1,6726,599.8797913108734,-73.03981088238635
No. 4651,train1,6727.png,L,P,1,6727,-953.9124496698959,-1401.9267922773715
No. 4652,train1,6728.png,L,P,1,6728,-678.7182500490761,466.2458839508573
No. 4653,train1,6729.png,L,P,1,6729,-123.31159371045861,728.4665714406831
No. 4654,train1,6731.png,L,P,1,6731,-1534.4180480268158,-35.789956766653084
No. 4655,train1,6732.png,L,P,1,6732,-684.124185903531,1354.0788669373921
No. 4656,train1,6733.png,L,P,1,6733,-84.05222189748038,-594.7135561629644
No. 4657,train1,6734.png,L,P,1,6734,-177.5474474853465,478.7841492532292
No. 4658,train1,6735.png,L,P,1,6735,-1214.3305615193433,151.94839692587055
No. 4659,train1,6736.png,L,P,1,6736,-94.13676860319254,670.241633495252
No. 4660,train1,6737.png,L,P,1,6737,1775.9773551369385,-1131.7622573736553
No. 4661,train1,6738.png,L,P,1,6738,400.24091748951605,-221.74482412043463
No. 4662,train1,6739.png,L,P,1,6739,-73.59048834580331,528.484542395996
No. 4663,train1,6740.png,L,P,1,6740,-475.6974068330062,579.9091583304448
No. 4664,train1,6741.png,L,P,1,6741,83.02568032652245,-221.23193826370445
No. 4665,train1,6742.png,L,P,1,6742,-290.18127477791995,-561.2941008989571
No. 4666,train1,6743.png,L,P,1,6743,465.5917671867468,-724.5030696726164
No. 4667,train1,6744.png,L,P,1,6744,1839.2699389834447,-421.12851795844836
No. 4668,train1,6746.png,L,P,1,6746,-944.9347933652907,-1585.1051645110392
No. 4669,train1,6747.png,L,P,1,6747,277.66773850512726,360.56330553618335
No. 4670,train1,6748.png,L,P,1,6748,-872.0950422421455,-1613.023796156485
No. 4671,train1,6749.png,L,P,1,6749,-1.7467453708437823,1375.0431711549218
No. 4672,train1,6750.png,L,P,1,6750,-1009.5817605633026,839.9391421282315
No. 4673,train1,6751.png,L,P,1,6751,855.9043710604582,-1866.7611624918577
No. 4674,train1,6753.png,L,P,1,6753,-804.0128158126735,894.4488476362794
No. 4675,train1,6754.png,L,P,1,6754,70.0196315241335,517.5042566270129
No. 4676,train1,6756.png,L,P,1,6756,-174.77861990238523,-1785.800430884241
No. 4677,train1,6757.png,L,P,1,6757,-270.48080983237764,621.2747963549693
No. 4678,train1,6758.png,L,P,1,6758,-64.73008057895741,455.75977148057206
No. 4679,train1,6759.png,L,P,1,6759,-933.5926682028429,573.112041463914
No. 4680,train1,6760.png,L,P,1,6760,-1546.9846635967554,551.7126616032236
No. 4681,train1,6761.png,L,P,1,6761,-11.351484691464758,-616.2355634527879
No. 4682,train1,6762.png,L,T,1,6762,-802.5407757446409,1014.729103861052
No. 4683,train1,6763.png,L,P,1,6763,-295.9203908274045,678.7730722517285
No. 4684,train1,6764.png,L,P,1,6764,-596.8198727570809,-345.34027833235615
No. 4685,train1,6765.png,L,P,1,6765,-1344.6124102872102,1080.1096731648947
No. 4686,train1,6767.png,L,P,1,6767,-215.87412910333805,604.8368335803976
No. 4687,train1,6768.png,L,P,1,6768,-309.27116664545275,-597.1796039475496
No. 4688,train1,6769.png,L,P,1,6769,-1859.8403988881344,-838.2823092642402
No. 4689,train1,6770.png,L,P,1,6770,-211.68512248471464,-137.82149437622135
No. 4690,train1,6771.png,L,P,1,6771,-593.2610449604373,-615.9081359605334
No. 4691,train1,6772.png,L,P,1,6772,-1306.5228375366962,1700.0029923276688
No. 4692,train1,6773.png,L,P,1,6773,-45.08144812478436,-1109.3241250864994
No. 4693,train1,6774.png,L,P,1,6774,-338.1983441270386,677.2120361928136
No. 4694,train1,6775.png,L,P,1,6775,-5.203167804788848,-1982.8715366444703
No. 4695,train1,6776.png,L,P,1,6776,177.45329944487665,557.8831417645478
No. 4696,train1,6777.png,L,P,1,6777,224.85989788567787,-1898.5415404689782
No. 4697,train1,6778.png,L,P,1,6778,431.98268142860104,-171.04076529644672
No. 4698,train1,6779.png,L,P,1,6779,64.8079206140741,-762.5430251499633
No. 4699,train1,6780.png,L,P,1,6780,-158.70315738548447,1228.6113121540461
No. 4700,train1,6781.png,L,P,1,6781,-157.1039478295327,1665.0448081510292
No. 4701,train1,6782.png,L,P,1,6782,856.4396117211364,930.9515961839576
No. 4702,train1,6783.png,L,P,1,6783,-941.1293647235065,903.2049094961696
No. 4703,train1,6784.png,R,T,1,6784,868.477947404137,-1559.7023831375925
No. 4704,train1,6785.png,L,P,1,6785,1260.9621399195903,-996.7427003260578
No. 4705,train1,6786.png,L,P,1,6786,58.314571549521524,71.19523934715043
No. 4706,train1,6787.png,L,P,1,6787,-1167.8636113352013,1213.2870546172571
No. 4707,train1,6788.png,L,P,1,6788,-862.3001538265343,1354.4902043464326
No. 4708,train1,6789.png,L,P,1,6789,10.897132962069104,591.7461306643522
No. 4709,train1,6790.png,L,P,1,6790,-609.0204628191937,-429.55741038537485
No. 4710,train1,6791.png,L,P,1,6791,342.9659022300778,-747.4666173479283
No. 4711,train1,6792.png,L,P,1,6792,56.97623284739159,-266.99030322821767
No. 4712,train1,6793.png,L,P,1,6793,-490.774405415077,-159.44136793251823
No. 4713,train1,6794.png,L,P,1,6794,721.931920787153,323.8169678923974
No. 4714,train1,6795.png,L,P,1,6795,-528.487925189378,130.52335082911156
No. 4715,train1,6796.png,L,P,1,6796,-264.8420921693377,-2285.1938158175735
No. 4716,train1,6798.png,L,P,1,6798,-517.1108857486499,-1492.9548202544536
No. 4717,train1,6799.png,L,P,1,6799,-1137.997355433369,604.5158022378839
No. 4718,train1,6800.png,L,P,1,6800,204.25011981618172,-516.9266336167677
No. 4719,train1,6801.png,L,P,1,6801,-1044.3017487273746,1514.4203597650885
No. 4720,train1,6802.png,L,P,1,6802,220.04857133913103,-235.46528588329926
No. 4721,train1,6803.png,L,P,1,6803,-192.40368725354796,-1007.249694331558
No. 4722,train1,6804.png,L,P,1,6804,999.5419928260081,-255.77720737494994
No. 4723,train1,6805.png,L,P,1,6805,2748.421254381158,428.4579112246837
No. 4724,train1,6806.png,L,P,1,6806,532.9734436240043,611.4686145081365
No. 4725,train1,6807.png,L,P,1,6807,-187.41405631853775,199.46234554046183
No. 4726,train1,6808.png,L,P,1,6808,-402.62898194135647,-1407.6585221494026
No. 4727,train1,6809.png,L,P,1,6809,1455.35113924371,619.0920318390919
No. 4728,train1,6810.png,L,P,1,6810,-482.7834356157593,-1561.04429848182
No. 4729,train1,6811.png,L,P,1,6811,-879.8011359702892,-864.2730755893224
No. 4730,train1,6812.png,L,P,1,6812,-725.7450114886359,1389.6084027550708
No. 4731,train1,6813.png,L,P,1,6813,-291.25199301283135,1472.7557146503318
No. 4732,train1,6814.png,L,P,1,6814,156.02123385153507,-838.3364155327918
No. 4733,train1,6816.png,L,P,1,6816,23.066767844664508,-1289.858656081377
No. 4734,train1,6817.png,L,P,1,6817,-1050.9253575346872,-2075.955322094845
No. 4735,train1,6819.png,L,P,1,6819,1726.1835179834939,-249.98294108842586
